X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,Y
134.32,109.0,860.0,17.66,15.0,123.0,83.52,58.0,1768.0,93.38,80.0,403.0,82.22,50.0,1768.0,82.22,50.0,1768.0,82.22,50.0,1768.0,82.22,50.0,1768.0,0.0
130.96,106.0,896.0,23.16,20.0,173.0,89.26,58.0,1872.0,107.91,96.0,473.0,87.82,55.0,1872.0,87.82,55.0,1872.0,87.82,55.0,1872.0,87.82,55.0,1872.0,0.0
124.06,101.0,913.0,17.88,15.0,148.0,81.81,57.0,1508.0,119.56,109.0,459.0,85.83,55.0,1508.0,85.83,55.0,1508.0,85.83,55.0,1508.0,85.83,55.0,1508.0,0.0
119.52,97.0,840.0,21.71,20.0,127.0,80.76,55.0,1921.0,107.49,95.0,430.0,82.37,52.0,1921.0,82.37,52.0,1921.0,82.37,52.0,1921.0,82.37,52.0,1921.0,0.0
122.17,98.0,800.0,27.85,27.0,144.0,84.15,55.0,1945.0,115.17,103.0,493.0,87.33,54.0,1945.0,87.33,54.0,1945.0,87.33,54.0,1945.0,87.33,54.0,1945.0,0.0
124.99,101.0,838.0,20.99,18.0,100.0,81.92,56.0,1334.0,111.72,98.0,537.0,84.91,53.0,1334.0,84.91,53.0,1334.0,84.91,53.0,1334.0,84.91,53.0,1334.0,0.0
121.44,99.0,864.0,17.16,15.0,143.0,85.86,57.0,1951.0,114.39,101.0,572.0,84.71,52.0,1951.0,84.71,52.0,1951.0,84.71,52.0,1951.0,84.71,52.0,1951.0,0.0
121.4,100.0,875.0,32.48,31.0,102.0,80.39,57.0,1720.0,121.99,109.0,444.0,89.07,58.0,1720.0,89.07,58.0,1720.0,89.07,58.0,1720.0,89.07,58.0,1720.0,0.0
119.08,97.0,823.0,20.89,17.0,151.0,90.27,59.0,2070.0,119.42,104.0,526.0,87.42,54.0,2070.0,87.42,54.0,2070.0,87.42,54.0,2070.0,87.42,54.0,2070.0,0.0
119.59,96.0,794.0,21.93,20.0,155.0,84.95,57.0,2266.0,123.89,110.0,464.0,87.59,54.0,2266.0,87.59,54.0,2266.0,87.59,54.0,2266.0,87.59,54.0,2266.0,0.0
126.29,103.0,933.0,19.42,16.0,142.0,91.12,57.0,1964.0,109.98,98.0,443.0,86.7,53.0,1964.0,86.7,53.0,1964.0,86.7,53.0,1964.0,86.7,53.0,1964.0,0.0
126.56,103.0,1057.0,17.44,15.0,107.0,84.05,58.0,1491.0,114.81,103.0,568.0,85.71,54.0,1491.0,85.71,54.0,1491.0,85.71,54.0,1491.0,85.71,54.0,1491.0,0.0
127.72,104.0,998.0,19.79,16.0,148.0,88.1,59.0,1945.0,117.16,104.0,508.0,88.19,55.0,1945.0,88.19,55.0,1945.0,88.19,55.0,1945.0,88.19,55.0,1945.0,0.0
131.13,106.0,827.0,25.89,24.0,140.0,86.54,61.0,1595.0,116.17,102.0,463.0,89.93,56.0,1595.0,89.93,56.0,1595.0,89.93,56.0,1595.0,89.93,56.0,1595.0,0.0
130.48,105.0,875.0,31.9,31.0,206.0,95.31,61.0,2300.0,129.72,115.0,531.0,96.85,60.0,2300.0,96.85,60.0,2300.0,96.85,60.0,2300.0,96.85,60.0,2300.0,0.0
131.62,107.0,986.0,17.75,15.0,154.0,91.6,60.0,1658.0,124.77,109.0,545.0,91.44,56.0,1658.0,91.44,56.0,1658.0,91.44,56.0,1658.0,91.44,56.0,1658.0,0.0
124.37,100.0,913.0,32.24,31.0,186.0,95.06,61.0,1988.0,112.4,98.0,493.0,91.02,58.0,1988.0,91.02,58.0,1988.0,91.02,58.0,1988.0,91.02,58.0,1988.0,0.0
121.57,99.0,998.0,37.63,38.0,198.0,87.1,59.0,1922.0,117.15,105.0,485.0,90.86,61.0,1922.0,90.86,61.0,1922.0,90.86,61.0,1922.0,90.86,61.0,1922.0,0.0
124.5,101.0,1058.0,18.49,15.0,142.0,92.83,61.0,2070.0,123.08,113.0,496.0,89.73,56.0,2070.0,89.73,56.0,2070.0,89.73,56.0,2070.0,89.73,56.0,2070.0,0.0
122.52,98.0,714.0,39.31,39.0,174.0,90.54,61.0,2119.0,112.05,99.0,452.0,91.11,62.0,2119.0,91.11,62.0,2119.0,91.11,62.0,2119.0,91.11,62.0,2119.0,0.0
124.79,102.0,776.0,24.03,22.0,144.0,89.07,60.0,1696.0,117.64,104.0,485.0,88.88,56.0,1696.0,88.88,56.0,1696.0,88.88,56.0,1696.0,88.88,56.0,1696.0,0.0
122.62,100.0,732.0,17.04,15.0,173.0,96.74,60.0,2317.0,113.14,101.0,524.0,87.38,54.0,2317.0,87.38,54.0,2317.0,87.38,54.0,2317.0,87.38,54.0,2317.0,0.0
121.68,98.0,829.0,18.98,16.0,193.0,85.69,59.0,2131.0,120.14,110.0,481.0,86.62,54.0,2131.0,86.62,54.0,2131.0,86.62,54.0,2131.0,86.62,54.0,2131.0,0.0
125.79,100.0,1025.0,21.82,20.0,187.0,93.71,59.0,2262.0,122.44,109.0,478.0,90.94,54.0,2262.0,90.94,54.0,2262.0,90.94,54.0,2262.0,90.94,54.0,2262.0,0.0
128.54,102.0,963.0,20.84,18.0,200.0,84.62,58.0,2383.0,115.6,102.0,455.0,87.4,54.0,2383.0,87.4,54.0,2383.0,87.4,54.0,2383.0,87.4,54.0,2383.0,0.0
125.74,101.0,965.0,16.73,14.5,145.0,86.72,57.0,1745.0,118.8,105.0,525.0,87.0,53.0,1745.0,87.0,53.0,1745.0,87.0,53.0,1745.0,87.0,53.0,1745.0,0.0
118.64,95.0,821.0,15.75,14.0,82.0,84.38,58.0,1203.0,110.1,96.0,487.0,82.22,50.0,1203.0,82.22,50.0,1203.0,82.22,50.0,1203.0,82.22,50.0,1203.0,0.0
123.22,100.0,874.0,28.05,26.0,172.0,89.51,57.0,2219.0,120.64,108.0,464.0,90.35,57.0,2219.0,90.35,57.0,2219.0,90.35,57.0,2219.0,90.35,57.0,2219.0,0.0
129.77,103.0,917.0,50.78,51.0,179.0,81.98,57.0,2255.0,108.4,96.0,440.0,92.73,66.0,2255.0,92.73,66.0,2255.0,92.73,66.0,2255.0,92.73,66.0,2255.0,0.0
124.45,98.0,1319.0,31.77,29.0,133.0,80.42,56.0,1934.0,124.3,112.0,500.0,90.24,59.0,1934.0,90.24,59.0,1934.0,90.24,59.0,1934.0,90.24,59.0,1934.0,0.0
117.59,93.0,1072.0,27.33,24.0,158.0,82.06,54.0,1633.0,122.46,110.0,558.0,87.36,57.0,1633.0,87.36,57.0,1633.0,87.36,57.0,1633.0,87.36,57.0,1633.0,0.0
114.81,91.0,975.0,16.06,14.0,176.0,81.52,54.0,2333.0,115.19,105.0,469.0,81.9,50.0,2333.0,81.9,50.0,2333.0,81.9,50.0,2333.0,81.9,50.0,2333.0,0.0
118.29,92.0,910.0,31.61,26.0,135.0,81.11,54.0,1514.0,118.79,108.0,459.0,87.45,59.0,1514.0,87.45,59.0,1514.0,87.45,59.0,1514.0,87.45,59.0,1514.0,0.0
124.62,97.0,1012.0,38.14,38.0,160.0,70.78,53.0,1254.0,105.39,92.0,464.0,84.73,58.0,1254.0,84.73,58.0,1254.0,84.73,58.0,1254.0,84.73,58.0,1254.0,0.0
127.65,103.0,905.0,17.74,15.0,117.0,82.51,53.0,1608.0,112.79,101.0,473.0,85.17,50.0,1608.0,85.17,50.0,1608.0,85.17,50.0,1608.0,85.17,50.0,1608.0,0.0
122.16,98.0,930.0,15.71,14.0,140.0,76.08,51.0,1725.0,115.29,102.0,449.0,82.31,50.0,1725.0,82.31,50.0,1725.0,82.31,50.0,1725.0,82.31,50.0,1725.0,0.0
113.29,91.0,894.0,19.06,15.0,150.0,78.6,52.0,1972.0,111.84,101.0,462.0,80.7,50.0,1972.0,80.7,50.0,1972.0,80.7,50.0,1972.0,80.7,50.0,1972.0,0.0
114.94,91.0,965.0,17.67,15.0,135.0,77.16,52.0,1374.0,113.35,100.0,473.0,80.78,49.0,1374.0,80.78,49.0,1374.0,80.78,49.0,1374.0,80.78,49.0,1374.0,0.0
116.16,94.0,775.0,32.87,32.0,157.0,79.26,50.0,1638.0,107.66,96.0,434.0,83.99,54.0,1638.0,83.99,54.0,1638.0,83.99,54.0,1638.0,83.99,54.0,1638.0,0.0
119.17,94.0,871.0,30.57,29.0,200.0,75.6,51.0,2296.0,116.38,105.0,426.0,85.43,54.0,2296.0,85.43,54.0,2296.0,85.43,54.0,2296.0,85.43,54.0,2296.0,0.0
125.24,100.0,967.0,28.73,26.0,154.0,75.02,51.0,2034.0,116.04,102.0,486.0,86.26,54.0,2034.0,86.26,54.0,2034.0,86.26,54.0,2034.0,86.26,54.0,2034.0,0.0
122.78,98.0,849.0,26.74,25.0,169.0,78.86,52.0,1958.0,124.93,115.0,485.0,88.33,54.0,1958.0,88.33,54.0,1958.0,88.33,54.0,1958.0,88.33,54.0,1958.0,0.0
122.24,96.0,1026.0,23.44,20.0,118.0,74.62,53.0,1304.0,119.0,107.0,489.0,84.82,53.0,1304.0,84.82,53.0,1304.0,84.82,53.0,1304.0,84.82,53.0,1304.0,0.0
123.35,99.0,963.0,19.4,16.0,177.0,82.72,53.0,2323.0,111.62,100.0,425.0,84.27,50.0,2323.0,84.27,50.0,2323.0,84.27,50.0,2323.0,84.27,50.0,2323.0,0.0
122.42,96.0,938.0,23.15,21.0,105.0,73.11,52.0,1203.0,110.59,97.0,464.0,82.32,51.0,1203.0,82.32,51.0,1203.0,82.32,51.0,1203.0,82.32,51.0,1203.0,0.0
120.76,96.0,935.0,19.26,16.0,127.0,76.48,51.0,1494.0,119.35,110.0,498.0,83.96,52.0,1494.0,83.96,52.0,1494.0,83.96,52.0,1494.0,83.96,52.0,1494.0,0.0
117.33,93.0,939.0,52.06,52.0,233.0,75.5,51.0,2154.0,108.96,97.0,439.0,88.46,63.0,2154.0,88.46,63.0,2154.0,88.46,63.0,2154.0,88.46,63.0,2154.0,0.0
117.53,94.0,892.0,22.42,20.0,149.0,75.24,50.0,2094.0,112.37,99.0,468.0,81.89,50.0,2094.0,81.89,50.0,2094.0,81.89,50.0,2094.0,81.89,50.0,2094.0,0.0
123.18,97.0,917.0,41.73,42.0,164.0,81.16,52.0,2336.0,109.31,96.0,481.0,88.84,60.0,2336.0,88.84,60.0,2336.0,88.84,60.0,2336.0,88.84,60.0,2336.0,0.0
125.04,100.0,863.0,19.77,17.0,125.0,76.74,52.0,1708.0,120.67,108.0,459.0,85.55,52.0,1708.0,85.55,52.0,1708.0,85.55,52.0,1708.0,85.55,52.0,1708.0,0.0
121.79,99.0,967.0,31.69,31.0,171.0,73.71,52.0,1890.0,121.52,111.0,486.0,87.18,57.0,1890.0,87.18,57.0,1890.0,87.18,57.0,1890.0,87.18,57.0,1890.0,0.0
123.48,99.0,808.0,25.19,22.0,179.0,75.38,50.5,2215.0,118.45,105.0,508.0,85.62,54.0,2215.0,85.62,54.0,2215.0,85.62,54.0,2215.0,85.62,54.0,2215.0,0.0
125.83,101.0,867.0,20.12,17.0,180.0,76.84,52.0,2542.0,121.76,110.0,491.0,86.14,52.0,2542.0,86.14,52.0,2542.0,86.14,52.0,2542.0,86.14,52.0,2542.0,0.0
128.92,104.0,921.0,16.38,15.0,148.0,71.81,51.0,1943.0,116.24,102.0,478.0,83.34,50.0,1943.0,83.34,50.0,1943.0,83.34,50.0,1943.0,83.34,50.0,1943.0,0.0
125.0,100.0,956.0,18.87,16.0,144.0,85.7,53.0,2249.0,122.28,110.0,443.0,87.96,52.0,2249.0,87.96,52.0,2249.0,87.96,52.0,2249.0,87.96,52.0,2249.0,0.0
120.1,96.0,963.0,18.01,15.0,144.0,74.01,50.0,2070.0,113.98,99.0,497.0,81.53,49.0,2070.0,81.53,49.0,2070.0,81.53,49.0,2070.0,81.53,49.0,2070.0,0.0
117.83,94.0,822.0,17.7,15.0,181.0,76.94,50.0,2313.0,117.55,108.0,450.0,82.51,50.0,2313.0,82.51,50.0,2313.0,82.51,50.0,2313.0,82.51,50.0,2313.0,0.0
122.74,99.0,887.0,17.2,15.0,169.0,72.0,50.0,2067.0,117.46,105.0,498.0,82.35,49.0,2067.0,82.35,49.0,2067.0,82.35,49.0,2067.0,82.35,49.0,2067.0,0.0
122.95,100.0,794.0,20.62,17.0,162.0,80.64,51.0,2294.0,107.85,96.0,451.0,83.01,50.0,2294.0,83.01,50.0,2294.0,83.01,50.0,2294.0,83.01,50.0,2294.0,0.0
129.48,105.0,876.0,16.48,15.0,138.0,71.25,50.0,1939.0,105.76,94.0,403.0,80.74,49.0,1939.0,80.74,49.0,1939.0,80.74,49.0,1939.0,80.74,49.0,1939.0,0.0
123.42,99.0,795.0,17.53,15.0,197.0,83.58,52.0,2567.0,117.02,103.0,468.0,85.39,50.0,2567.0,85.39,50.0,2567.0,85.39,50.0,2567.0,85.39,50.0,2567.0,0.0
122.03,99.0,836.0,18.34,15.0,159.0,73.59,51.0,2027.0,118.01,106.0,566.0,82.99,51.0,2027.0,82.99,51.0,2027.0,82.99,51.0,2027.0,82.99,51.0,2027.0,0.0
125.18,100.0,792.0,34.92,34.0,154.0,81.24,50.0,1765.0,120.77,108.0,536.0,90.53,57.0,1765.0,90.53,57.0,1765.0,90.53,57.0,1765.0,90.53,57.0,1765.0,0.0
124.43,100.0,965.0,17.35,15.0,137.0,68.12,49.0,1743.0,133.4,114.0,804.0,85.82,50.0,1743.0,85.82,50.0,1743.0,85.82,50.0,1743.0,85.82,50.0,1743.0,0.0
123.78,98.0,944.0,16.37,14.0,214.0,74.93,50.0,2851.0,102.77,88.0,476.0,79.46,47.0,2851.0,79.46,47.0,2851.0,79.46,47.0,2851.0,79.46,47.0,2851.0,0.0
123.57,98.0,875.0,15.62,14.0,130.0,74.86,50.0,1787.0,97.59,84.0,449.0,77.91,46.0,1787.0,77.91,46.0,1787.0,77.91,46.0,1787.0,77.91,46.0,1787.0,0.0
118.05,93.0,960.0,15.21,14.0,134.0,77.15,49.0,1650.0,100.47,87.0,417.0,77.72,46.0,1650.0,77.72,46.0,1650.0,77.72,46.0,1650.0,77.72,46.0,1650.0,0.0
114.46,92.0,901.0,17.25,15.0,172.0,76.2,51.0,2221.0,100.33,88.0,402.0,77.06,47.0,2221.0,77.06,47.0,2221.0,77.06,47.0,2221.0,77.06,47.0,2221.0,0.0
118.13,96.0,771.0,22.01,20.0,215.0,75.72,50.0,2540.0,103.64,91.0,433.0,79.88,49.0,2540.0,79.88,49.0,2540.0,79.88,49.0,2540.0,79.88,49.0,2540.0,0.0
119.38,96.0,770.0,18.14,16.0,126.0,72.34,50.0,1803.0,99.71,89.0,443.0,77.39,48.0,1803.0,77.39,48.0,1803.0,77.39,48.0,1803.0,77.39,48.0,1803.0,0.0
121.51,97.0,963.0,46.23,45.0,141.0,67.95,50.0,1312.0,100.23,86.0,392.0,83.98,61.0,1312.0,83.98,61.0,1312.0,83.98,61.0,1312.0,83.98,61.0,1312.0,0.0
124.93,100.0,775.0,33.66,31.0,173.0,85.57,51.0,2180.0,100.58,85.0,495.0,86.18,56.0,2180.0,86.18,56.0,2180.0,86.18,56.0,2180.0,86.18,56.0,2180.0,0.0
128.35,104.0,999.0,36.69,37.0,234.0,71.06,49.0,2485.0,104.01,93.0,398.0,85.03,57.0,2485.0,85.03,57.0,2485.0,85.03,57.0,2485.0,85.03,57.0,2485.0,0.0
131.68,107.0,934.0,41.48,41.0,154.0,77.17,53.0,1626.0,97.15,83.0,425.0,86.87,59.0,1626.0,86.87,59.0,1626.0,86.87,59.0,1626.0,86.87,59.0,1626.0,0.0
129.94,105.0,904.0,30.1,26.0,186.0,71.37,50.0,1730.0,99.08,88.0,424.0,82.62,55.0,1730.0,82.62,55.0,1730.0,82.62,55.0,1730.0,82.62,55.0,1730.0,0.0
123.2,101.0,837.0,37.48,38.0,168.0,79.74,50.0,1867.0,102.29,91.0,407.0,85.68,57.0,1867.0,85.68,57.0,1867.0,85.68,57.0,1867.0,85.68,57.0,1867.0,0.0
124.88,100.0,910.0,26.22,24.0,146.0,72.63,51.0,1719.0,107.08,95.0,448.0,82.7,53.0,1719.0,82.7,53.0,1719.0,82.7,53.0,1719.0,82.7,53.0,1719.0,0.0
128.11,103.0,1064.0,16.78,14.0,169.0,77.93,50.0,2153.0,103.89,92.0,477.0,81.68,49.0,2153.0,81.68,49.0,2153.0,81.68,49.0,2153.0,81.68,49.0,2153.0,0.0
127.29,105.0,842.0,25.04,22.0,114.0,74.21,51.0,1634.0,98.55,86.0,490.0,81.27,53.0,1634.0,81.27,53.0,1634.0,81.27,53.0,1634.0,81.27,53.0,1634.0,0.0
126.2,101.0,866.0,22.76,19.0,173.0,83.26,51.0,2413.0,109.88,99.0,413.0,85.52,53.0,2413.0,85.52,53.0,2413.0,85.52,53.0,2413.0,85.52,53.0,2413.0,0.0
120.24,96.0,946.0,22.2,19.0,150.0,75.32,53.0,1811.0,100.92,89.0,464.0,79.67,51.0,1811.0,79.67,51.0,1811.0,79.67,51.0,1811.0,79.67,51.0,1811.0,0.0
119.76,97.0,965.0,42.07,42.0,170.0,78.03,51.0,1632.0,97.49,85.0,455.0,84.34,58.0,1632.0,84.34,58.0,1632.0,84.34,58.0,1632.0,84.34,58.0,1632.0,0.0
121.9,100.0,831.0,16.14,14.0,207.0,84.43,53.0,2616.0,98.06,87.0,442.0,80.13,48.0,2616.0,80.13,48.0,2616.0,80.13,48.0,2616.0,80.13,48.0,2616.0,0.0
121.46,99.5,806.0,25.71,23.0,143.0,78.18,53.0,1777.0,104.78,93.0,452.0,82.53,53.0,1777.0,82.53,53.0,1777.0,82.53,53.0,1777.0,82.53,53.0,1777.0,0.0
124.25,101.0,853.0,20.26,17.0,145.0,77.43,51.0,1715.0,103.68,92.0,440.0,81.4,51.0,1715.0,81.4,51.0,1715.0,81.4,51.0,1715.0,81.4,51.0,1715.0,0.0
121.68,99.0,1087.0,15.37,14.0,143.0,77.45,53.0,1856.0,95.63,82.0,418.0,77.53,47.0,1856.0,77.53,47.0,1856.0,77.53,47.0,1856.0,77.53,47.0,1856.0,0.0
121.12,98.0,879.0,17.82,15.0,128.0,75.77,52.0,1678.0,100.38,87.0,446.0,78.77,48.0,1678.0,78.77,48.0,1678.0,78.77,48.0,1678.0,78.77,48.0,1678.0,0.0
121.93,100.0,874.0,17.75,15.0,170.0,77.87,52.0,2327.0,105.04,94.0,456.0,80.65,50.0,2327.0,80.65,50.0,2327.0,80.65,50.0,2327.0,80.65,50.0,2327.0,0.0
120.5,98.0,858.0,29.4,27.0,227.0,83.75,52.0,2842.0,104.61,91.0,406.0,84.57,53.0,2842.0,84.57,53.0,2842.0,84.57,53.0,2842.0,84.57,53.0,2842.0,0.0
121.09,98.0,812.0,21.09,18.0,134.0,71.03,50.0,1710.0,97.88,85.0,420.0,77.77,48.0,1710.0,77.77,48.0,1710.0,77.77,48.0,1710.0,77.77,48.0,1710.0,0.0
118.73,97.0,852.0,23.75,22.0,188.0,81.99,53.0,1812.0,106.35,94.0,436.0,82.7,51.0,1812.0,82.7,51.0,1812.0,82.7,51.0,1812.0,82.7,51.0,1812.0,0.0
121.5,100.0,889.0,15.87,14.0,111.0,75.99,52.0,1324.0,113.87,101.0,492.0,81.81,50.0,1324.0,81.81,50.0,1324.0,81.81,50.0,1324.0,81.81,50.0,1324.0,0.0
125.95,104.0,944.0,19.42,16.0,162.0,75.13,52.0,2468.0,104.08,90.0,472.0,81.15,50.0,2468.0,81.15,50.0,2468.0,81.15,50.0,2468.0,81.15,50.0,2468.0,0.0
134.52,111.0,1070.0,22.19,20.0,194.0,78.38,52.0,2262.0,101.48,88.0,411.0,84.14,51.0,2262.0,84.14,51.0,2262.0,84.14,51.0,2262.0,84.14,51.0,2262.0,0.0
130.61,107.0,974.0,28.11,26.0,222.0,82.97,53.0,2861.0,108.41,95.0,480.0,87.52,54.0,2861.0,87.52,54.0,2861.0,87.52,54.0,2861.0,87.52,54.0,2861.0,0.0
127.88,105.0,880.0,20.19,17.0,114.0,75.5,52.0,1520.0,107.21,96.0,426.0,82.7,51.0,1520.0,82.7,51.0,1520.0,82.7,51.0,1520.0,82.7,51.0,1520.0,0.0
120.82,98.0,830.0,17.86,15.0,178.0,77.61,51.0,2032.0,100.09,87.0,556.0,79.09,48.0,2032.0,79.09,48.0,2032.0,79.09,48.0,2032.0,79.09,48.0,2032.0,0.0
121.78,100.0,831.0,38.83,39.0,209.0,76.37,51.0,2296.0,107.12,94.0,437.0,86.03,59.0,2296.0,86.03,59.0,2296.0,86.03,59.0,2296.0,86.03,59.0,2296.0,0.0
128.34,105.0,927.0,34.84,33.0,230.0,73.91,50.0,3068.0,106.69,96.0,443.0,85.95,58.0,3068.0,85.95,58.0,3068.0,85.95,58.0,3068.0,85.95,58.0,3068.0,0.0
131.92,108.0,1015.0,47.94,48.0,239.0,84.88,53.0,2284.0,105.46,92.0,429.0,92.55,64.0,2284.0,92.55,64.0,2284.0,92.55,64.0,2284.0,92.55,64.0,2284.0,0.0
133.06,109.0,919.0,17.46,15.0,115.0,77.83,53.0,1616.0,103.31,92.0,395.0,82.92,51.0,1616.0,82.92,51.0,1616.0,82.92,51.0,1616.0,82.92,51.0,1616.0,0.0
128.86,105.0,849.0,17.68,15.0,122.0,82.76,52.0,1867.0,99.35,88.0,433.0,82.16,49.0,1867.0,82.16,49.0,1867.0,82.16,49.0,1867.0,82.16,49.0,1867.0,0.0
123.04,100.0,912.0,16.15,15.0,151.0,78.43,53.0,1906.0,103.77,92.0,417.0,80.35,49.0,1906.0,80.35,49.0,1906.0,80.35,49.0,1906.0,80.35,49.0,1906.0,0.0
121.29,97.5,703.0,29.73,29.0,162.0,79.06,53.0,1750.0,101.58,88.0,426.0,82.91,54.0,1750.0,82.91,54.0,1750.0,82.91,54.0,1750.0,82.91,54.0,1750.0,0.0
123.63,100.0,776.0,20.99,17.0,148.0,76.56,53.0,2123.0,106.38,97.0,388.0,81.89,52.0,2123.0,81.89,52.0,2123.0,81.89,52.0,2123.0,81.89,52.0,2123.0,0.0
128.75,106.0,857.0,21.22,19.0,163.0,83.79,53.0,2154.0,109.17,97.5,465.0,85.73,53.0,2154.0,85.73,53.0,2154.0,85.73,53.0,2154.0,85.73,53.0,2154.0,0.0
128.6,104.0,857.0,38.22,39.0,147.0,74.5,53.0,1351.0,99.95,85.0,433.0,85.32,58.0,1351.0,85.32,58.0,1351.0,85.32,58.0,1351.0,85.32,58.0,1351.0,0.0
122.71,100.0,829.0,22.48,19.0,161.0,90.48,53.0,1613.0,107.34,97.0,433.0,85.75,53.0,1613.0,85.75,53.0,1613.0,85.75,53.0,1613.0,85.75,53.0,1613.0,0.0
115.97,93.0,862.0,43.82,43.0,151.0,75.64,53.0,1440.0,107.65,96.0,460.0,85.77,60.0,1440.0,85.77,60.0,1440.0,85.77,60.0,1440.0,85.77,60.0,1440.0,0.0
118.76,95.0,835.0,27.77,25.0,183.0,76.72,52.0,1962.0,105.34,93.0,467.0,82.15,53.0,1962.0,82.15,53.0,1962.0,82.15,53.0,1962.0,82.15,53.0,1962.0,0.0
118.67,94.0,867.0,27.37,26.0,153.0,78.5,52.0,1394.0,102.37,88.0,487.0,81.73,52.0,1394.0,81.73,52.0,1394.0,81.73,52.0,1394.0,81.73,52.0,1394.0,0.0
120.53,97.0,824.0,23.27,20.0,158.0,84.56,53.0,1968.0,99.74,88.0,502.0,82.02,51.0,1968.0,82.02,51.0,1968.0,82.02,51.0,1968.0,82.02,51.0,1968.0,0.0
120.27,97.0,803.0,49.3,49.0,258.0,82.31,54.0,2384.0,99.4,86.0,479.0,87.82,63.0,2384.0,87.82,63.0,2384.0,87.82,63.0,2384.0,87.82,63.0,2384.0,0.0
116.53,93.0,839.0,30.06,28.0,196.0,77.61,52.0,2149.0,103.29,92.0,413.0,81.87,54.0,2149.0,81.87,54.0,2149.0,81.87,54.0,2149.0,81.87,54.0,2149.0,0.0
117.23,93.0,948.0,17.08,15.0,128.0,77.05,51.0,1763.0,97.34,84.0,430.0,77.17,47.0,1763.0,77.17,47.0,1763.0,77.17,47.0,1763.0,77.17,47.0,1763.0,0.0
119.12,93.0,824.0,23.6,21.0,168.0,79.64,53.0,2018.0,104.4,93.0,447.0,81.69,51.0,2018.0,81.69,51.0,2018.0,81.69,51.0,2018.0,81.69,51.0,2018.0,0.0
126.59,102.0,954.0,23.87,21.0,179.0,91.61,55.0,2684.0,105.55,94.0,521.0,86.91,53.0,2684.0,86.91,53.0,2684.0,86.91,53.0,2684.0,86.91,53.0,2684.0,0.0
133.89,110.0,928.0,22.8,20.0,152.0,82.09,54.0,1447.0,92.29,79.0,495.0,82.77,51.0,1447.0,82.77,51.0,1447.0,82.77,51.0,1447.0,82.77,51.0,1447.0,0.0
135.13,110.0,844.0,52.45,52.0,179.0,87.4,55.0,2181.0,110.96,98.0,434.0,96.49,67.0,2181.0,96.49,67.0,2181.0,96.49,67.0,2181.0,96.49,67.0,2181.0,0.0
132.57,109.0,983.0,21.1,18.0,173.0,82.23,54.0,1746.0,99.0,88.0,439.0,83.72,51.0,1746.0,83.72,51.0,1746.0,83.72,51.0,1746.0,83.72,51.0,1746.0,0.0
124.59,101.0,909.0,27.2,24.0,148.0,86.77,55.0,2056.0,97.78,84.0,404.0,84.09,53.0,2056.0,84.09,53.0,2056.0,84.09,53.0,2056.0,84.09,53.0,2056.0,0.0
122.05,99.0,896.0,41.38,40.0,172.0,85.27,55.0,2472.0,102.98,91.0,392.0,87.92,61.0,2472.0,87.92,61.0,2472.0,87.92,61.0,2472.0,87.92,61.0,2472.0,0.0
120.29,97.0,918.0,22.07,19.0,133.0,82.91,55.0,1939.0,105.21,93.0,447.0,82.62,53.0,1939.0,82.62,53.0,1939.0,82.62,53.0,1939.0,82.62,53.0,1939.0,0.0
125.28,101.0,939.0,21.48,19.0,148.0,88.48,55.5,1843.0,101.96,90.0,473.0,84.3,52.0,1843.0,84.3,52.0,1843.0,84.3,52.0,1843.0,84.3,52.0,1843.0,0.0
128.41,105.0,919.0,18.37,16.0,122.0,90.44,57.0,1628.0,101.44,90.0,482.0,84.66,52.0,1628.0,84.66,52.0,1628.0,84.66,52.0,1628.0,84.66,52.0,1628.0,0.0
128.18,104.0,818.0,16.19,14.0,212.0,84.49,54.0,2714.0,103.29,91.0,473.0,83.04,50.0,2714.0,83.04,50.0,2714.0,83.04,50.0,2714.0,83.04,50.0,2714.0,0.0
126.11,101.0,796.0,29.77,29.0,148.0,83.09,55.0,1818.0,105.27,93.0,465.0,86.06,54.0,1818.0,86.06,54.0,1818.0,86.06,54.0,1818.0,86.06,54.0,1818.0,0.0
121.37,97.0,794.0,16.61,14.0,145.0,95.26,57.0,2007.0,100.76,88.0,395.0,83.5,50.0,2007.0,83.5,50.0,2007.0,83.5,50.0,2007.0,83.5,50.0,2007.0,0.0
120.7,96.0,875.0,25.86,24.0,152.0,87.19,55.0,2142.0,96.81,84.0,403.0,82.64,52.0,2142.0,82.64,52.0,2142.0,82.64,52.0,2142.0,82.64,52.0,2142.0,0.0
115.72,92.0,839.0,17.28,15.0,121.0,93.34,58.0,1620.0,107.86,94.0,493.0,83.55,51.0,1620.0,83.55,51.0,1620.0,83.55,51.0,1620.0,83.55,51.0,1620.0,0.0
117.98,96.0,848.0,20.63,17.0,209.0,91.38,57.0,2403.0,101.79,88.0,413.0,82.94,50.0,2403.0,82.94,50.0,2403.0,82.94,50.0,2403.0,82.94,50.0,2403.0,0.0
118.09,96.0,896.0,18.01,15.0,208.0,90.56,57.0,2476.0,94.36,81.0,448.0,80.25,49.0,2476.0,80.25,49.0,2476.0,80.25,49.0,2476.0,80.25,49.0,2476.0,0.0
